code,pragma
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; ++ i ) foo ( ) ; ,0
for ( int i = 0 ; i < 10 ; i += 1 ) { c [ i ] = a [ i ] + b [ i ] ; } ,1
for ( char i = 0 ; i < 10 ; i ++ ) { c [ i ] = a [ i ] + b [ i ] ; } ,1
for ( char i = 0 ; i < 10 ; i += '\1' ) { c [ i ] = a [ i ] + b [ i ] ; } ,1
for ( long long i = 0 ; i < 10 ; i ++ ) { c [ i ] = a [ i ] + b [ i ] ; } ,1
for ( long long i = 0 ; i < 10 ; i += 1.5 ) { c [ i ] = a [ i ] + b [ i ] ; } ,1
for ( long long i = 0 ; i < 'z' ; i += 1u ) { c [ i ] = a [ i ] + b [ i ] ; } ,1
for ( float fi = 0 ; fi < 10.0 ; fi ++ ) { c [ ( int ) fi ] = a [ ( int ) fi ] + b [ ( int ) fi ] ; } ,1
for ( double fi = 0 ; fi < 10.0 ; fi ++ ) { c [ ( int ) fi ] = a [ ( int ) fi ] + b [ ( int ) fi ] ; } ,1
for ( int & ref = ii ; ref < 10 ; ref ++ ) { } ,1
for ( int i ; i < 10 ; i ++ ) c [ i ] = a [ i ] ; ,1
"for ( int i = 0 , j = 0 ; i < 10 ; ++ i ) c [ i ] = a [ i ] ; ",1
for ( ; ii < 10 ; ++ ii ) c [ ii ] = a [ ii ] ; ,1
for ( ii + 1 ; ii < 10 ; ++ ii ) c [ ii ] = a [ ii ] ; ,1
for ( c [ ii ] = 0 ; ii < 10 ; ++ ii ) c [ ii ] = a [ ii ] ; ,1
for ( ( ( ii ) ) = 0 ; ii < 10 ; ++ ii ) c [ ii ] = a [ ii ] ; ,1
for ( int i = 0 ; i ; i ++ ) c [ i ] = a [ i ] ; ,1
for ( int i = 0 ; jj < kk ; ii ++ ) c [ i ] = a [ i ] ; ,1
for ( int i = 0 ; ! ! i ; i ++ ) c [ i ] = a [ i ] ; ,1
for ( int i = 0 ; i != 1 ; i ++ ) c [ i ] = a [ i ] ; ,1
for ( int i = 0 ; ; i ++ ) c [ i ] = a [ i ] ; ,1
for ( int i = 11 ; i > 10 ; i -- ) c [ i ] = a [ i ] ; ,1
for ( int i = 0 ; i < 10 ; ++ i ) c [ i ] = a [ i ] ; ,1
for ( ii = 0 ; ii < 10 ; ++ ii ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ++ jj ) c [ ii ] = a [ jj ] ; ,1
for ( ii = 0 ; ii < 10 ; ++ ++ ii ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ii = ii + ii ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ii = ii + 1.0f ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ii = ii + ( int ) 1.1f ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; jj = ii + 2 ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; jj > kk + 2 ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ! ii ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ii ? ++ ii : ++ jj ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ii = ii < 10 ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ii = ii + 0 ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ii = ii + ( int ) ( 0.8 - 0.45 ) ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ( ii ) < 10 ; ii -= 25 ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ( ii < 10 ) ; ii -= 0 ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii > 10 ; ( ii += 0 ) ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ( ii ) = ( 1 - 1 ) + ( ii ) ) c [ ii ] = a [ ii ] ; ,1
for ( ( ii = 0 ) ; ii > 10 ; ( ii -= 0 ) ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ( ii < 10 ) ; ( ii -= 0 ) ) c [ ii ] = a [ ii ] ; ,1
for ( ii = 0 ; ii < 10 ; ii ++ ) c [ ii ] = a [ ii ] ; ,0
for ( ii = 0 ; ii < 10 ; ii ++ ) c [ ii ] = a [ ii ] ; ,0
for ( ii = 0 ; ii < 10 ; ii ++ ) c [ ii ] = a [ ii ] ; ,0
for ( ii = 0 ; ii < 10 ; ii ++ ) c [ ii ] = a [ ii ] ; ,0
for ( sii = 0 ; sii < 10 ; sii += 1 ) c [ sii ] = a [ sii ] ; ,1
for ( globalii = 0 ; globalii < 10 ; globalii += 1 ) c [ globalii ] = a [ globalii ] ; ,1
for ( ii = 0 ; ii < 10 ; ii += 1 ) for ( globalii = 0 ; globalii < 10 ; globalii += 1 ) c [ globalii ] += a [ globalii ] + ii ; ,0
for ( globalii = 0 ; globalii < 10 ; globalii += 1 ) c [ globalii ] += a [ globalii ] + ii ; ,0
for ( auto & item : a ) { item = item + 1 ; } ,1
for ( unsigned i = 9 ; i < 10 ; i -- ) { c [ i ] = a [ i ] + b [ i ] ; } ,1
for ( int ( * p ) [ 4 ] = lb ; p < lb + 8 ; ++ p ) { } ,1
for ( int a { 0 } ; a < 10 ; ++ a ) { } ,1
for ( GoodIter I = begin ; I < end ; ++ I ) ++ I ; ,1
for ( GoodIter & I = begin ; I < end ; ++ I ) ++ I ; ,1
for ( GoodIter I = begin ; I >= end ; -- I ) ++ I ; ,1
for ( GoodIter I ( begin ) ; I < end ; ++ I ) ++ I ; ,1
for ( GoodIter I ( nullptr ) ; I < end ; ++ I ) ++ I ; ,1
for ( GoodIter I ( 0 ) ; I < end ; ++ I ) ++ I ; ,1
"for ( GoodIter I ( 1 , 2 ) ; I < end ; ++ I ) ++ I ; ",1
for ( begin = GoodIter ( 0 ) ; begin < end ; ++ begin ) ++ begin ; ,1
for ( begin = begin0 ; begin < end ; ++ begin ) ++ begin ; ,1
for ( ++ begin ; begin < end ; ++ begin ) ++ begin ; ,1
for ( begin = end ; begin < end ; ++ begin ) ++ begin ; ,1
for ( GoodIter I = begin ; I - I ; ++ I ) ++ I ; ,1
for ( GoodIter I = begin ; begin < end ; ++ I ) ++ I ; ,1
for ( GoodIter I = begin ; ! I ; ++ I ) ++ I ; ,1
for ( GoodIter I = begin ; I >= end ; I = I + 1 ) ++ I ; ,1
for ( GoodIter I = begin ; I >= end ; I = I - 1 ) ++ I ; ,1
for ( GoodIter I = begin ; I >= end ; I = - I ) ++ I ; ,1
for ( GoodIter I = begin ; I >= end ; I = 2 + I ) ++ I ; ,1
for ( GoodIter I = begin ; I >= end ; I = 2 - I ) ++ I ; ,1
for ( Iter0 I = begin0 ; I < end0 ; ++ I ) ++ I ; ,1
for ( Iter0 I ; I < end0 ; ++ I ) ++ I ; ,1
for ( Iter1 I = begin1 ; I < end1 ; ++ I ) ++ I ; ,1
for ( Iter1 I = begin1 ; I >= end1 ; ++ I ) ++ I ; ,1
for ( Iter1 I ; I < end1 ; ++ I ) { } ,1
for ( IT I = begin ; I < end ; I = I + ST ) { ++ I ; } ,1
for ( IT I = begin ; I <= end ; I += ST ) { ++ I ; } ,1
for ( IT I = begin ; I < end ; ++ I ) { ++ I ; } ,1
for ( IT I = begin ; I >= end ; I = I + ST ) { ++ I ; } ,1
for ( IT I = begin ; I >= end ; I += ST ) { ++ I ; } ,1
for ( IT I = begin ; I >= end ; ++ I ) { ++ I ; } ,1
"for ( IT I = begin ; I < end ; I += TC < int , ST > :: step ( ) ) { ++ I ; } ",1
for ( int i = 0 ; i < 10 ; i ++ ) { c [ i ] = a [ i ] + b [ i ] ; for ( int j = 0 ; j < 10 ; ++ j ) { if ( a [ i ] > b [ j ] ) break ; } switch ( i ) { case 1 : b [ i ] ++ ; break ; default : break ; } if ( c [ i ] > 10 ) break ; if ( c [ i ] > 11 ) break ; } ,1
for ( int j = 0 ; j < 10 ; ++ j ) { if ( a [ i ] > b [ j ] ) break ; } ,0
for ( int i = 0 ; i < 10 ; i ++ ) { for ( int j = 0 ; j < 10 ; j ++ ) { c [ i ] = a [ i ] + b [ i ] ; if ( c [ i ] > 10 ) { if ( c [ i ] < 20 ) { break ; } } } } ,1
for ( int j = 0 ; j < 10 ; j ++ ) { c [ i ] = a [ i ] + b [ i ] ; if ( c [ i ] > 10 ) { if ( c [ i ] < 20 ) { break ; } } } ,0
for ( int i = 0 ; i < 10 ; i ++ ) { c [ i ] = a [ i ] + b [ i ] ; try { for ( int j = 0 ; j < 10 ; ++ j ) { if ( a [ i ] > b [ j ] ) throw a [ i ] ; } throw a [ i ] ; } catch ( float f ) { if ( f > 0.1 ) throw a [ i ] ; return ; } switch ( i ) { case 1 : b [ i ] ++ ; break ; default : break ; } for ( int j = 0 ; j < 10 ; j ++ ) { if ( c [ i ] > 10 ) throw c [ i ] ; } } ,1
for ( int j = 0 ; j < 10 ; ++ j ) { if ( a [ i ] > b [ j ] ) throw a [ i ] ; } ,0
for ( int j = 0 ; j < 10 ; j ++ ) { if ( c [ i ] > 10 ) throw c [ i ] ; } ,0
for ( int i = 0 ; i < 10 ; ++ i ) { struct S { void g ( ) { throw 0 ; } } ; } ,1
for ( int i = 0 ; i < 16 ; ++ i ) ; ,0
"for ( auto i : this -> tagIds ) { for ( auto j : other -> tagIds ) { sum += getTagDistance ( i , j ) ; } } ",0
"for ( auto j : other -> tagIds ) { sum += getTagDistance ( i , j ) ; } ",0
"for ( auto i : this -> tagIds ) { ss << tagDic [ i ] << "" "" ; } ",0
"while ( fscanf ( f , ""%d\t%s "" , & tagId , & tag ) != EOF ) { TagNode :: tagDic [ tagId ] = string ( tag ) ; TagNode * np = new TagNode ( tagId ) ; nodes . push_back ( np ) ; } ",0
"while ( fscanf ( f , ""%d\t%d\t%f"" , & tag1 , & tag2 , & sim ) != EOF ) { if ( tag1 == tag2 ) continue ; if ( tag1 < tag2 ) TagNode :: tagDist [ tag1 ] [ tag2 ] = sim ; else TagNode :: tagDist [ tag2 ] [ tag1 ] = sim ; } ",0
"while ( Nodes . size ( ) > 1 ) { cout << ""clustering ["" << Nodes . size ( ) << ""]"" << endl ; auto start = std :: chrono :: system_clock :: now ( ) ; float max_distance = numeric_limits < float > :: lowest ( ) ; int i = - 1 , j = - 1 ; int m , n ; #pragma omp parallel { float max_distance_private = max_distance ; int mi_private , mj_private ; #pragma omp for for ( int m = 0 ; m < Nodes . size ( ) - 1 ; m ++ ) { for ( int n = m + 1 ; n < Nodes . size ( ) ; n ++ ) { float distance = Nodes [ m ] -> distance ( Nodes [ n ] ) ; if ( distance > max_distance_private ) { max_distance_private = distance ; mi_private = m ; mj_private = n ; } } } #pragma omp critical  { if ( max_distance_private > max_distance ) { max_distance = max_distance_private ; i = mi_private ; j = mj_private ; } } } TagNode * node1 = Nodes [ i ] ; TagNode * node2 = Nodes [ j ] ; Nodes . erase ( Nodes . begin ( ) + j ) ; Nodes . erase ( Nodes . begin ( ) + i ) ; cout << ""merging node "" << i << "" and node "" << j << "":"" << endl ; TagNode * newNode = merge ( node1 , node2 , max_distance ) ; Nodes . push_back ( newNode ) ; auto t = std :: chrono :: duration_cast < std :: chrono :: milliseconds > ( std :: chrono :: high_resolution_clock :: now ( ) - start ) . count ( ) ; std :: cout << ""this round of clustering cost: "" << t << ""ms"" << std :: endl ; } ",0
for ( int m = 0 ; m < Nodes . size ( ) - 1 ; m ++ ) { for ( int n = m + 1 ; n < Nodes . size ( ) ; n ++ ) { float distance = Nodes [ m ] -> distance ( Nodes [ n ] ) ; if ( distance > max_distance_private ) { max_distance_private = distance ; mi_private = m ; mj_private = n ; } } } ,0
for ( int n = m + 1 ; n < Nodes . size ( ) ; n ++ ) { float distance = Nodes [ m ] -> distance ( Nodes [ n ] ) ; if ( distance > max_distance_private ) { max_distance_private = distance ; mi_private = m ; mj_private = n ; } } ,0
"while ( Nodes . size ( ) > 1 ) { cout << ""clustering ["" << Nodes . size ( ) << ""]"" << endl ; auto start = std :: chrono :: system_clock :: now ( ) ; float max_distance = numeric_limits < float > :: lowest ( ) ; int i = - 1 , j = - 1 ; int m , n ; #pragma omp parallel { float max_distance_private = max_distance ; int mi_private , mj_private ; #pragma omp for for ( int m = 0 ; m < Nodes . size ( ) - 1 ; m ++ ) { for ( int n = m + 1 ; n < Nodes . size ( ) ; n ++ ) { float distance = Nodes [ m ] -> distance ( Nodes [ n ] ) ; if ( distance > max_distance_private ) { max_distance_private = distance ; mi_private = m ; mj_private = n ; } } } #pragma omp critical  { if ( max_distance_private > max_distance ) { max_distance = max_distance_private ; i = mi_private ; j = mj_private ; } } } TagNode * node1 = Nodes [ i ] ; TagNode * node2 = Nodes [ j ] ; Nodes . erase ( Nodes . begin ( ) + j ) ; Nodes . erase ( Nodes . begin ( ) + i ) ; cout << ""merging node "" << i << "" and node "" << j << "":"" << endl ; TagNode * newNode = merge ( node1 , node2 , max_distance ) ; Nodes . push_back ( newNode ) ; auto t = std :: chrono :: duration_cast < std :: chrono :: milliseconds > ( std :: chrono :: high_resolution_clock :: now ( ) - start ) . count ( ) ; std :: cout << ""this round of clustering cost: "" << t << ""ms"" << std :: endl ; if ( max_distance < threshold ) break ; } ",0
for ( int m = 0 ; m < Nodes . size ( ) - 1 ; m ++ ) { for ( int n = m + 1 ; n < Nodes . size ( ) ; n ++ ) { float distance = Nodes [ m ] -> distance ( Nodes [ n ] ) ; if ( distance > max_distance_private ) { max_distance_private = distance ; mi_private = m ; mj_private = n ; } } } ,0
for ( int n = m + 1 ; n < Nodes . size ( ) ; n ++ ) { float distance = Nodes [ m ] -> distance ( Nodes [ n ] ) ; if ( distance > max_distance_private ) { max_distance_private = distance ; mi_private = m ; mj_private = n ; } } ,0
for ( int m = 0 ; m < Nodes . size ( ) ; m ++ ) { if ( Nodes [ m ] -> children_dist > threshold ) { finalClusters . push_back ( Nodes [ m ] ) ; cout << Nodes [ m ] -> toString ( ) << endl ; } } ,0
"for ( i = 1 ; i <= depth ; i ++ ) { vector < list < int > > levelCluster ; vector < float > levelDist ; levelOrder ( root , i , levelCluster , levelDist ) ; levelClusters . push_back ( levelCluster ) ; bool cut = true ; cout << ""level "" << i << "" and level size:"" << levelCluster . size ( ) << endl ; cout << ""level cluster distance:"" << endl ; for ( auto ld : levelDist ) { cout << ld << ""\t"" ; } cout << endl ; for ( auto j : levelDist ) { if ( j < threshold ) { cut = false ; break ; } } if ( cut ) { break ; } } ",0
"for ( auto ld : levelDist ) { cout << ld << ""\t"" ; } ",0
for ( auto j : levelDist ) { if ( j < threshold ) { cut = false ; break ; } } ,0
"for ( auto levelCluster : levelClusters [ i ] ) { for ( auto tagId : levelCluster ) { cout << TagNode :: tagDic [ tagId ] << ""\t"" ; } cout << endl ; } ",0
"for ( auto tagId : levelCluster ) { cout << TagNode :: tagDic [ tagId ] << ""\t"" ; } ",0
"for ( auto i : node -> tagIds ) { if ( i != queryId ) ss << TagNode :: tagDic [ i ] << "" "" ; } ",0
"for ( auto cluster : clusters ) { if ( find ( cluster -> tagIds . begin ( ) , cluster -> tagIds . end ( ) , queryId ) != cluster -> tagIds . end ( ) ) { target = cluster ; } } ",0
"while ( node ) { if ( node -> tagIds . size ( ) <= 1 ) break ; cout << ""level:"" << level ++ << ""\t"" << neighbors ( node , queryId ) << endl ; if ( node -> left ) { list < int > & cur = node -> left -> tagIds ; if ( find ( cur . begin ( ) , cur . end ( ) , queryId ) != cur . end ( ) ) { node = node -> left ; continue ; } } if ( node -> right ) { list < int > & cur = node -> right -> tagIds ; if ( find ( cur . begin ( ) , cur . end ( ) , queryId ) != cur . end ( ) ) { node = node -> right ; continue ; } } else break ; } ",0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
for ( i = 0 ; i < argc ; ++ i ) foo ( ) ; ,0
